mode,load,0_densenet121-2,1_mobilenet_v3_large-32,2_squeezenet1_0-8
mps-uncap,0.8,15.119075775146484,10.637402534484863,4.347324371337891
mps-uncap,0.9,26.11255645751953,17.58742332458496,7.3871612548828125
mps-uncap,1.0,574.3573904037476,1436.7048740386963,921.7439889907837
mps-uncap,0.5,12.861013412475586,7.158994674682617,3.0257701873779297
mps-uncap,0.6,12.291431427001953,6.979942321777344,3.386974334716797
mps-uncap,0.7,12.636423110961914,8.20779800415039,3.628253936767578
mps-uncap,0.1,17.12799072265625,7.302999496459961,2.6786327362060547
mps-uncap,0.2,16.802072525024414,7.4214935302734375,2.7660131454467773
mps-uncap,0.3,14.357328414916992,7.492542266845703,2.8345584869384766
mps-uncap,0.4,13.001441955566406,7.607698440551758,2.9277801513671875
