mode,load,0_densenet121-2,1_mobilenet_v3_large-32,2_squeezenet1_0-8
mps-uncap,0.8,14.148426055908203,7.071805000305176,4.347085952758789
mps-uncap,0.9,14.44697380065918,7.172346115112305,4.481077194213867
mps-uncap,1.0,14.952659606933594,7.584333419799805,4.765033721923828
mps-uncap,0.5,13.802051544189453,7.407474517822266,3.7665367126464844
mps-uncap,0.6,13.416004180908203,6.921529769897461,4.071617126464845
mps-uncap,0.7,13.354301452636719,7.199287414550781,4.17933464050293
mps-uncap,0.1,17.903852462768555,7.702469825744629,2.9573440551757812
mps-uncap,0.2,17.36440658569336,7.819318771362305,3.0924081802368164
mps-uncap,0.3,17.427349090576172,7.9100608825683585,3.575539588928223
mps-uncap,0.4,15.836524963378913,7.792901992797852,3.7540197372436532
