mode,load,0_mobilenet_v2-8,1_resnet34-16,2_squeezenet1_0-16
mps-uncap,0.8,4.010915756225586,3.751993179321289,3.1762123107910156
mps-uncap,0.9,4.149198532104492,4.012346267700195,3.389596939086914
mps-uncap,1.0,4.263162612915039,5.185842514038086,4.180431365966797
mps-uncap,0.5,4.005193710327148,3.8776397705078125,3.103017807006836
mps-uncap,0.6,4.060268402099609,3.8077831268310547,3.1189918518066406
mps-uncap,0.7,4.043340682983398,3.863096237182617,3.161191940307617
mps-uncap,0.1,4.364967346191406,4.17017936706543,3.269195556640625
mps-uncap,0.2,4.038810729980469,4.378557205200195,3.269672393798828
mps-uncap,0.3,4.035472869873047,3.954172134399414,3.263711929321289
mps-uncap,0.4,3.9730072021484375,3.9033889770507812,3.1049251556396484
