mode,load,0_mobilenet_v2-8,1_resnet34-16,2_squeezenet1_0-16
mps-uncap,0.8,118.01886558532715,136.6434097290039,78.54771614074707
mps-uncap,0.9,1000.9446144104004,190.10353088378906,451.3728618621826
mps-uncap,1.0,4074.418544769287,5140.766143798828,6463.712930679321
mps-uncap,0.5,31.489849090576172,36.75222396850586,27.765750885009766
mps-uncap,0.6,39.7336483001709,36.1783504486084,45.04132270812988
mps-uncap,0.7,98.17266464233398,82.47733116149902,66.70522689819336
mps-uncap,0.1,27.637243270874023,23.827075958251953,14.223337173461914
mps-uncap,0.2,31.86178207397461,22.485017776489258,17.942190170288086
mps-uncap,0.3,31.877517700195312,29.421567916870117,19.070148468017578
mps-uncap,0.4,37.912845611572266,33.21433067321777,23.17214012145996
