mode,load,0_mobilenet_v2-8,1_resnet34-16,2_squeezenet1_0-16
mps-uncap,0.8,5.401849746704102,8.848190307617188,4.969358444213867
mps-uncap,0.9,6.145715713500977,9.063482284545898,5.774974822998047
mps-uncap,1.0,5.777120590209961,10.618925094604492,5.776643753051758
mps-uncap,0.5,4.732370376586914,6.136417388916016,4.2972564697265625
mps-uncap,0.6,4.707813262939453,6.341814994812012,4.395246505737305
mps-uncap,0.7,4.854679107666016,7.694602012634277,4.623889923095703
mps-uncap,0.1,8.845925331115723,7.711529731750488,4.664182662963867
mps-uncap,0.2,8.376717567443848,7.673740386962891,4.415035247802734
mps-uncap,0.3,7.142066955566406,7.0362091064453125,4.346609115600586
mps-uncap,0.4,5.786538124084473,6.69097900390625,4.334449768066406
