mode,load,0_mobilenet_v2-8,1_resnet34-16,2_squeezenet1_0-16
mps-uncap,0.8,8.017034530639654,13.057832717895506,7.906775474548346
mps-uncap,0.9,7.4991583824157715,10.723710060119629,6.903924942016599
mps-uncap,1.0,6.839542388916015,11.451365947723389,6.792101860046385
mps-uncap,0.5,8.215875625610352,11.567831039428711,8.668780326843263
mps-uncap,0.6,7.964620590209959,11.954269409179682,8.724451065063466
mps-uncap,0.7,8.201475143432614,13.190455436706538,8.472061157226564
mps-uncap,0.1,10.20205020904541,11.407804489135755,8.70750904083253
mps-uncap,0.2,9.983294010162352,10.175037384033201,8.483600616455076
mps-uncap,0.3,9.864134788513185,12.022433280944817,8.644304275512695
mps-uncap,0.4,9.510436058044432,11.536240577697757,8.690667152404778
