mode,load,0_mobilenet_v2-8,1_resnet34-16,2_squeezenet1_0-16
mps-uncap,0.8,3.9777755737304688,3.7348270416259766,3.1609535217285156
mps-uncap,0.9,4.038095474243164,3.9954185485839844,3.3593177795410156
mps-uncap,1.0,4.181861877441406,4.816770553588867,4.062414169311523
mps-uncap,0.5,3.9696693420410156,3.7250518798828125,3.0813217163085938
mps-uncap,0.6,4.029512405395508,3.719329833984375,3.088712692260742
mps-uncap,0.7,3.998994827270508,3.8514137268066406,3.1452178955078125
mps-uncap,0.1,4.3506622314453125,4.147768020629883,3.2579898834228516
mps-uncap,0.2,4.00090217590332,4.361391067504883,3.253936767578125
mps-uncap,0.3,4.013538360595703,3.9005279541015625,3.237009048461914
mps-uncap,0.4,3.9412975311279297,3.8847923278808594,3.0896663665771484
