mode,load,0_mobilenet_v2-8,1_resnet34-16,2_squeezenet1_0-16
mps-uncap,0.8,6.637334823608398,7.035493850708008,4.45401668548584
mps-uncap,0.9,274.17445182800293,19.582509994506836,134.02295112609863
mps-uncap,1.0,2273.0443477630615,2191.683530807495,3497.5035190582275
mps-uncap,0.5,0.0247955322265625,0.0209808349609375,0.021219253540039062
mps-uncap,0.6,0.8206367492675781,0.018358230590820312,0.4737377166748047
mps-uncap,0.7,3.456592559814453,1.4078617095947266,2.595663070678711
mps-uncap,0.1,0.03147125244140625,0.04100799560546875,0.039577484130859375
mps-uncap,0.2,0.029325485229492188,0.029325485229492188,0.028133392333984375
mps-uncap,0.3,0.029087066650390625,0.027179718017578125,0.026702880859375
mps-uncap,0.4,0.028848648071289062,0.026702880859375,0.02765655517578125
