mode,load,0_mobilenet_v2-8,1_resnet34-16,2_squeezenet1_0-16
mps-uncap,0.8,6.743431091308594,10.864067077636719,5.954885482788087
mps-uncap,0.9,6.839275360107422,10.053396224975586,6.385564804077148
mps-uncap,1.0,6.39653205871582,11.068105697631836,6.300687789916992
mps-uncap,0.5,6.614208221435547,8.67009162902832,5.964756011962891
mps-uncap,0.6,6.271457672119141,8.853340148925781,6.0302019119262695
mps-uncap,0.7,6.484079360961914,10.461187362670898,5.814075469970703
mps-uncap,0.1,9.428858757019043,8.42750072479248,6.389641761779786
mps-uncap,0.2,9.507179260253906,8.389759063720703,6.039285659790039
mps-uncap,0.3,9.292006492614746,8.996820449829103,6.098031997680664
mps-uncap,0.4,7.837629318237305,8.537769317626953,6.064271926879882
