mode,load,0_mobilenet_v2-8,1_resnet34-16,2_squeezenet1_0-16
mps-uncap,0.8,29.738616943359368,32.804012298584006,22.536182403564474
mps-uncap,0.9,817.3632621765137,76.5223503112793,291.79296493530273
mps-uncap,1.0,3359.6433639526367,4745.914006233215,5734.255504608154
mps-uncap,0.5,6.892395019531252,6.245851516723633,5.981922149658203
mps-uncap,0.6,8.57248306274414,8.321666717529299,8.585453033447266
mps-uncap,0.7,16.128158569335938,15.783023834228526,12.938976287841797
mps-uncap,0.1,3.2067298889160156,0.05161762237548828,0.05369186401367194
mps-uncap,0.2,7.041478157043456,2.3929119110107444,2.557802200317382
mps-uncap,0.3,7.564759254455565,4.355812072753912,3.591990470886232
mps-uncap,0.4,7.442474365234376,5.591630935668945,4.85076904296875
