mode,load,0_mobilenet_v2-8,1_resnet34-16,2_squeezenet1_0-16
mps-uncap,0.8,76.95051193237316,99.61784362792957,51.42091989517214
mps-uncap,0.9,945.956289768219,138.37456703186027,382.39379882812494
mps-uncap,1.0,3966.12727165222,5081.849184036255,6412.031486034393
mps-uncap,0.5,20.97119331359863,21.054327487945557,17.344546318054203
mps-uncap,0.6,23.970861434936502,26.81262493133544,25.55936336517332
mps-uncap,0.7,53.782510757446204,49.37059640884393,34.15989875793457
mps-uncap,0.1,18.802642822265625,14.942312240600586,11.024143695831325
mps-uncap,0.2,23.352441787719723,16.166305541992184,11.135015487670886
mps-uncap,0.3,23.31534862518312,19.486148357391354,14.19994592666626
mps-uncap,0.4,23.605275154113762,19.348826408386238,16.06586933135982
