mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-16,2_vgg13-16
mps-uncap,0.8,46.831369400024414,46.48528099060061,66.62907600402832
mps-uncap,0.9,465.95396995544445,276.6961574554444,898.3741760253907
mps-uncap,1.0,2196.8056678771973,1494.9368238449097,7687.3902797698975
mps-uncap,0.5,10.954618453979492,4.881620407104492,11.966919898986815
mps-uncap,0.6,14.833498001098635,8.982992172241211,17.441272735595707
mps-uncap,0.7,24.78659152984619,21.579885482788082,33.792972564697266
mps-uncap,0.1,0.05154609680175781,0.04789829254150391,0.06675720214843767
mps-uncap,0.2,0.04792213439941406,0.09253025054931796,4.030561447143556
mps-uncap,0.3,3.347086906433111,1.7806291580200195,8.136987686157227
mps-uncap,0.4,5.830430984497084,3.4303665161132812,10.13901233673096
