mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-16,2_vgg13-16
mps-uncap,0.8,29.043099880218502,19.336757659912116,16.00604772567749
mps-uncap,0.9,27.87610054016113,19.377927780151367,15.058200359344482
mps-uncap,1.0,27.692012786865234,19.3536639213562,15.080177783966064
mps-uncap,0.5,27.271580696105982,16.597867012023926,15.882871150970455
mps-uncap,0.6,28.729834556579586,16.436395645141598,15.678701400756834
mps-uncap,0.7,27.64389514923097,18.626637458801262,15.721225738525396
mps-uncap,0.1,25.10918140411376,16.953337192535407,16.845741271972656
mps-uncap,0.2,25.293636322021527,13.883516788482668,15.130720138549806
mps-uncap,0.3,24.514133930206317,15.372455120086633,14.685392379760742
mps-uncap,0.4,26.35717391967774,15.11549949645996,14.994175434112543
