mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-16,2_vgg13-16
mps-uncap,0.8,125.11825561523438,125.14233589172363,239.32361602783203
mps-uncap,0.9,730.4348945617676,621.1123466491699,1182.1491718292236
mps-uncap,1.0,3036.7231369018555,1704.1878700256348,8442.756414413452
mps-uncap,0.5,49.19028282165527,34.789085388183594,42.383432388305664
mps-uncap,0.6,50.61507225036621,60.87303161621094,83.0378532409668
mps-uncap,0.7,113.35968971252441,76.76887512207031,112.9152774810791
mps-uncap,0.1,11.153697967529297,12.85862922668457,23.91958236694336
mps-uncap,0.2,21.004915237426758,24.26767349243164,23.624658584594727
mps-uncap,0.3,30.64131736755371,16.69478416442871,47.88470268249512
mps-uncap,0.4,33.62536430358887,25.35223960876465,45.00222206115723
