mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-16,2_vgg13-16
mps-uncap,0.8,26.726150512695312,16.175842285156254,13.789510726928711
mps-uncap,0.9,27.266931533813477,17.840242385864258,14.60726261138916
mps-uncap,1.0,27.34060287475586,17.779946327209473,14.75832462310791
mps-uncap,0.5,22.047996520996094,12.288331985473633,12.441444396972656
mps-uncap,0.6,24.387073516845703,12.998056411743164,12.800312042236328
mps-uncap,0.7,25.006413459777832,15.119314193725586,13.295888900756836
mps-uncap,0.1,13.62173557281494,7.494735717773438,13.688182830810547
mps-uncap,0.2,15.776395797729492,8.981060981750488,11.667203903198242
mps-uncap,0.3,16.51856899261476,11.028051376342773,11.807084083557129
mps-uncap,0.4,20.474576950073246,11.336565017700195,12.203168869018555
