mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-16,2_vgg13-16
mps-uncap,0.8,31.971454620361328,23.52166175842285,25.766372680664062
mps-uncap,0.9,31.204700469970703,24.129629135131836,23.351430892944336
mps-uncap,1.0,29.734134674072266,21.73638343811035,21.66438102722168
mps-uncap,0.5,31.152725219726562,19.48690414428711,18.301010131835938
mps-uncap,0.6,31.891345977783203,20.209312438964844,19.768953323364258
mps-uncap,0.7,30.231714248657227,22.10378646850586,18.839359283447266
mps-uncap,0.1,27.34518051147461,24.799585342407227,23.85425567626953
mps-uncap,0.2,27.85778045654297,18.23139190673828,17.766475677490234
mps-uncap,0.3,27.863264083862305,20.767688751220703,22.110700607299805
mps-uncap,0.4,29.744386672973633,18.953561782836914,18.801212310791016
