mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-16,2_vgg13-16
mps-uncap,0.8,96.92077875137305,102.13022232055667,176.00038528442383
mps-uncap,0.9,627.6397418975828,537.7129817008969,1113.4270596504211
mps-uncap,1.0,2828.084845542908,1654.5445442199707,8288.547253608704
mps-uncap,0.5,29.455792903900328,16.41690731048584,26.72419309616086
mps-uncap,0.6,34.045758247375474,31.083283424377395,41.38609886169432
mps-uncap,0.7,77.92401313781748,49.70018386840819,70.59149742126466
mps-uncap,0.1,7.094156742095946,3.866531848907479,14.863491058349638
mps-uncap,0.2,11.338663101196294,6.678166389465334,12.252292633056644
mps-uncap,0.3,14.357867240905762,10.516405105590813,21.03269100189209
mps-uncap,0.4,19.684195518493663,14.459335803985594,24.571664333343488
