mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-16,2_vgg13-16
mps-uncap,0.8,25.267720222473145,17.735004425048828,28.62536907196045
mps-uncap,0.9,143.71633529663086,82.3432207107544,576.4355659484863
mps-uncap,1.0,792.5419807434082,846.387505531311,3753.0548572540283
mps-uncap,0.5,13.331890106201172,6.198644638061523,11.566162109375
mps-uncap,0.6,15.484333038330078,8.095741271972656,12.782812118530273
mps-uncap,0.7,19.05679702758789,12.262582778930664,18.15056800842285
mps-uncap,0.1,11.534452438354492,4.7713518142700195,10.136604309082031
mps-uncap,0.2,11.571884155273438,4.604339599609375,9.89675521850586
mps-uncap,0.3,11.576056480407715,4.573225975036621,10.208725929260254
mps-uncap,0.4,11.518478393554688,5.114436149597168,10.798811912536621
