mode,load,0_densenet201-2,1_resnet101-8,2_resnet50-4
mps-uncap,0.8,21.327495574951172,12.475252151489258,5.848169326782227
mps-uncap,0.9,21.572351455688477,12.600898742675781,5.937337875366211
mps-uncap,1.0,21.872520446777344,12.982368469238281,5.26738166809082
mps-uncap,0.5,21.312594413757324,10.059475898742676,5.280733108520508
mps-uncap,0.6,21.462440490722656,10.224699974060059,5.121946334838867
mps-uncap,0.7,21.463990211486816,11.943817138671875,5.524635314941406
mps-uncap,0.1,22.954344749450684,16.57700538635254,10.399460792541504
mps-uncap,0.2,22.212982177734375,11.958479881286621,8.056640625
mps-uncap,0.3,21.760225296020508,10.587930679321289,5.795955657958984
mps-uncap,0.4,21.754026412963867,10.046720504760742,5.4931640625
