mode,load,0_densenet201-2,1_resnet101-8,2_resnet50-4
mps-uncap,0.8,967.4317836761475,723.9034175872803,304.3680191040039
mps-uncap,0.9,6735.632419586182,7353.32465171814,4038.294553756714
mps-uncap,1.0,14096.075773239136,13798.11978340149,3286.5335941314697
mps-uncap,0.5,123.07476997375488,64.58425521850586,40.791988372802734
mps-uncap,0.6,252.49648094177246,78.52506637573242,41.21518135070801
mps-uncap,0.7,465.20423889160156,163.21444511413574,113.73066902160645
mps-uncap,0.1,62.41440773010254,41.55111312866211,31.639575958251953
mps-uncap,0.2,83.3745002746582,40.17233848571777,35.72535514831543
mps-uncap,0.3,118.41964721679688,40.69662094116211,31.58259391784668
mps-uncap,0.4,118.43729019165039,49.87192153930664,36.02170944213867
