mode,load,0_densenet201-2,1_resnet101-8,2_resnet50-4
mps-uncap,0.8,21.605491638183594,12.80527114868164,6.912469863891602
mps-uncap,0.9,21.82440757751465,12.905168533325195,6.953549385070802
mps-uncap,1.0,22.30401039123535,13.35461139678955,5.817890167236328
mps-uncap,0.5,22.212505340576172,12.056541442871094,6.4418792724609375
mps-uncap,0.6,22.31144905090332,12.333989143371582,5.736470222473145
mps-uncap,0.7,21.845459938049316,12.523889541625977,6.663846969604492
mps-uncap,0.1,34.41190719604492,20.552492141723633,10.91458797454834
mps-uncap,0.2,23.63138198852539,16.6856050491333,10.361099243164062
mps-uncap,0.3,23.54288101196289,12.87984848022461,8.343076705932617
mps-uncap,0.4,23.132991790771484,11.975765228271484,6.935596466064453
