mode,load,0_densenet201-2,1_resnet101-8,2_resnet50-4
mps-uncap,0.8,91.5033303647927,634.3758277405135,623.4879954802634
mps-uncap,0.9,92.48542345102673,635.6286846904111,654.2935751193442
mps-uncap,1.0,91.4237992112209,615.9049443247256,744.7550107051801
mps-uncap,0.5,55.87355912431715,387.46690306788315,385.4450053794714
mps-uncap,0.6,67.52115826635264,466.3951510995166,475.4154153229502
mps-uncap,0.7,80.33005798352424,545.1741800090076,556.7571521576448
mps-uncap,0.1,10.471477150591838,82.74282939603371,79.07990806996314
mps-uncap,0.2,22.286437319578805,153.33000312697132,157.90513297163258
mps-uncap,0.3,33.92854187922207,243.44888960940537,240.77639103876317
mps-uncap,0.4,45.35436971189961,312.89836735820427,309.3680639511199
