mode,load,0_densenet201-2,1_resnet101-8,2_resnet50-4
mps-uncap,0.8,20.859956741333008,9.360313415527344,4.821062088012695
mps-uncap,0.9,21.770954132080078,10.285377502441406,5.683422088623047
mps-uncap,1.0,21.151065826416016,11.897563934326172,4.881620407104492
mps-uncap,0.5,20.88618278503418,9.003400802612305,4.721403121948242
mps-uncap,0.6,20.942211151123047,9.139060974121094,4.734277725219727
mps-uncap,0.7,20.984411239624023,9.019136428833008,4.673957824707031
mps-uncap,0.1,20.900964736938477,9.19342041015625,5.031108856201172
mps-uncap,0.2,20.74146270751953,9.096860885620117,4.70733642578125
mps-uncap,0.3,21.01898193359375,9.037256240844727,4.679679870605469
mps-uncap,0.4,21.246671676635742,8.995294570922852,4.654645919799805
