mode,load,0_densenet201-2,1_resnet101-8,2_resnet50-4
mps-uncap,0.8,753.5364627838135,530.642795562744,172.49922752380374
mps-uncap,0.9,5400.480985641483,6385.947704315186,3709.9745512008667
mps-uncap,1.0,12399.62706565857,12362.892770767212,3055.7377338409424
mps-uncap,0.5,66.86758995056152,26.41596794128418,14.440345764160163
mps-uncap,0.6,95.14811038970947,34.168124198913574,16.606187820434574
mps-uncap,0.7,199.8157501220703,70.59025764465332,35.50000190734863
mps-uncap,0.1,36.43968105316162,22.747802734374993,14.619803428649913
mps-uncap,0.2,39.64395523071289,20.657896995544434,14.620733261108398
mps-uncap,0.3,43.97120475769043,20.121002197265625,12.476491928100588
mps-uncap,0.4,52.024102210998535,20.890903472900394,12.413072586059572
