mode,load,0_densenet121-16,1_vgg19-16,2_vgg19-2
mps-uncap,0.8,9.199142456054688,10.759353637695312,2.2652149200439453
mps-uncap,0.9,9.252309799194336,10.768890380859375,2.265453338623047
mps-uncap,1.0,9.383201599121094,10.933399200439453,2.2873878479003906
mps-uncap,0.5,9.175539016723633,10.685920715332031,2.2513866424560547
mps-uncap,0.6,9.174823760986328,10.724782943725586,2.2606849670410156
mps-uncap,0.7,9.108304977416992,10.674476623535156,2.2499561309814453
mps-uncap,0.1,9.162425994873047,10.712862014770508,2.246379852294922
mps-uncap,0.2,9.216070175170898,10.662078857421875,2.262115478515625
mps-uncap,0.3,9.217262268066406,10.647773742675781,2.245187759399414
mps-uncap,0.4,9.12785530090332,10.67495346069336,2.2454261779785156
