mode,load,0_densenet121-16,1_vgg19-16,2_vgg19-2
mps-uncap,0.8,35.64858436584473,20.58732509613037,10.085344314575195
mps-uncap,0.9,57.36351013183594,39.238929748535156,15.472888946533203
mps-uncap,1.0,630.7483911514282,120.88119983673096,732.2405576705933
mps-uncap,0.5,19.014358520507812,12.058854103088379,3.392934799194336
mps-uncap,0.6,21.483898162841797,13.87929916381836,5.138158798217773
mps-uncap,0.7,24.364709854125977,16.6170597076416,8.005023002624512
mps-uncap,0.1,16.642093658447266,10.890007019042969,2.5343894958496094
mps-uncap,0.2,16.72983169555664,10.829687118530273,2.570629119873047
mps-uncap,0.3,16.8612003326416,11.06405258178711,2.568960189819336
mps-uncap,0.4,16.885757446289062,11.780023574829102,2.6546716690063477
