mode,load,0_densenet121-16,1_vgg19-16,2_vgg19-2
mps-uncap,0.8,54.64448928833008,14.770030975341797,12.463712692260742
mps-uncap,0.9,58.38627815246583,15.48762321472168,12.896060943603516
mps-uncap,1.0,60.24587154388428,16.034317016601562,14.534664154052734
mps-uncap,0.5,33.858537673950195,13.313436508178711,11.12675666809082
mps-uncap,0.6,44.9596881866455,13.888359069824219,11.549758911132812
mps-uncap,0.7,49.880313873291016,14.068603515625,12.330889701843262
mps-uncap,0.1,19.73965167999268,11.340141296386719,2.658724784851074
mps-uncap,0.2,20.51916122436523,11.80882453918457,6.868791580200195
mps-uncap,0.3,24.912476539611816,12.068796157836916,8.722567558288576
mps-uncap,0.4,29.062509536743164,12.575817108154297,9.987950325012207
