mode,load,0_densenet121-16,1_vgg19-16,2_vgg19-2
mps-uncap,0.8,101.08094215393066,62.705039978027344,29.167842864990238
mps-uncap,0.9,167.15099811553964,119.44513320922843,52.0482063293457
mps-uncap,1.0,1590.1908636093142,357.73515701293945,2570.45795917511
mps-uncap,0.5,41.709756851196296,24.155187606811523,12.255311012268066
mps-uncap,0.6,49.85768795013428,31.56590461730957,13.987588882446293
mps-uncap,0.7,67.84048080444337,40.384531021118164,21.031618118286133
mps-uncap,0.1,20.067310333251957,11.946439743041992,2.8738975524902344
mps-uncap,0.2,22.647714614868164,15.59967994689941,7.247447967529297
mps-uncap,0.3,28.433918952941895,18.064403533935547,9.365391731262207
mps-uncap,0.4,31.615495681762695,21.354818344116207,10.685086250305176
