mode,load,0_vgg13-16,1_inception_v3-8,2_squeezenet1_1-4
mps-uncap,0.6,0.018358230590820312,5.973696708679199,3.3719539642333984
mig,0.6,6.43610954284668,3.328084945678711,0.6616115570068359
mps-uncap,0.7,0.01811981201171875,13.749241828918457,13.764619827270508
mig,0.7,13.033390045166016,6.6394805908203125,1.2928247451782227
mps-uncap,0.8,0.018596649169921875,38.12670707702637,2966.8526649475098
mig,0.8,24.498462677001953,10.866403579711914,1.974344253540039
mps-uncap,0.9,0.02002716064453125,5742.815613746643,10824.771881103516
mig,0.9,39.77632522583008,23.940563201904297,3.963470458984375
mps-uncap,1.0,0.40030479431152344,9344.210624694824,14990.888476371765
mig,1.0,339.4427299499512,174.6068000793457,20.368099212646484
mps-uncap,1.1,1.8258094787597656,13867.15543270111,18445.828914642334
mig,1.1,1754.2719841003418,4128.175497055054,1499.424695968628
mps-uncap,1.2,4.381895065307617,19439.228415489197,24780.016541481018
mig,1.2,6524.20711517334,5998.471975326538,4650.264024734497
mps-uncap,1.3,6.2923431396484375,21822.637677192688,26741.46819114685
mig,1.3,10235.245943069458,10311.456084251404,8362.104177474976
