mode,load,0_vgg13-16,1_inception_v3-8,2_squeezenet1_1-4
mps-uncap,0.6,18.689751625061035,42.432451248168945,24.602317810058587
mig,0.6,57.91878700256349,30.414724349975586,6.069183349609375
mps-uncap,0.7,19.08688545227051,72.01552391052246,55.65834045410156
mig,0.7,75.10533332824707,39.852428436279304,7.722640037536622
mps-uncap,0.8,21.041202545166016,178.4264087677002,3968.8658714294434
mig,0.8,132.14399814605716,53.26685905456545,10.399699211120605
mps-uncap,0.9,24.69959259033203,9840.680932998657,18938.94033432007
mig,0.9,153.59525680541992,141.30034446716306,21.987724304199293
mps-uncap,1.0,25.14395713806154,17211.414313316345,27037.160515785217
mig,1.0,782.5899124145508,1027.3217916488647,589.3756389617917
mps-uncap,1.1,27.623605728149414,24919.26236152649,33702.051973342896
mig,1.1,4208.224534988403,7769.121265411379,4177.352428436279
mps-uncap,1.2,32.35113620758059,34276.02939605713,43112.88011074066
mig,1.2,13304.906797409061,11900.030851364136,9880.302548408508
mps-uncap,1.3,35.44044494628906,40675.9973526001,49069.61441040039
mig,1.3,19102.69393920899,19260.455536842346,17364.27104473114
