mode,load,0_efficientnet_b5-2,1_resnet18-32,2_vgg16-4
mps-uncap,0.8,14.893054962158203,4.517555236816406,3.1211376190185547
mps-uncap,0.9,14.851570129394531,4.713296890258789,3.121614456176758
mps-uncap,1.0,20.33257484436035,5.893230438232422,4.050016403198242
mps-uncap,0.5,14.728784561157227,4.410743713378906,3.0634403228759766
mps-uncap,0.6,14.786243438720703,4.392385482788086,3.0870437622070312
mps-uncap,0.7,14.768600463867188,4.403591156005859,3.0753612518310547
mps-uncap,0.1,14.944791793823242,4.453897476196289,3.0672550201416016
mps-uncap,0.2,14.826536178588867,4.393577575683594,3.0956268310546875
mps-uncap,0.3,14.851808547973633,4.393815994262695,3.0660629272460938
mps-uncap,0.4,14.778852462768555,4.3773651123046875,3.058195114135742
