mode,load,0_efficientnet_b5-2,1_resnet18-32,2_vgg16-4
mps-uncap,0.8,30.869483947753906,12.695789337158203,8.859872817993164
mps-uncap,0.9,31.159639358520508,20.195484161376953,15.563011169433594
mps-uncap,1.0,39.91293907165527,21.986722946166992,19.66381072998047
mps-uncap,0.5,28.470277786254883,25.87127685546875,17.620086669921875
mps-uncap,0.6,35.570621490478516,12.470483779907227,11.118173599243164
mps-uncap,0.7,31.297922134399414,13.659954071044922,9.523630142211914
mps-uncap,0.1,37.743330001831055,13.709068298339844,17.278432846069336
mps-uncap,0.2,34.853458404541016,12.42828369140625,10.917425155639648
mps-uncap,0.3,31.484365463256836,12.339353561401367,9.040355682373047
mps-uncap,0.4,30.079126358032227,13.99087905883789,9.008169174194336
