mode,load,0_efficientnet_b5-2,1_resnet18-32,2_vgg16-4
mps-uncap,0.8,9.445428848266602,17.800331115722656,5.923271179199219
mps-uncap,0.9,26.92735195159912,554.4695854187012,30.44867515563965
mps-uncap,1.0,148.38266372680664,5305.416822433472,1239.5744323730469
mps-uncap,0.5,0.028848648071289062,0.025272369384765625,0.025510787963867188
mps-uncap,0.6,0.025510787963867188,0.8294582366943359,0.0247955322265625
mps-uncap,0.7,0.026464462280273438,5.283117294311523,1.936197280883789
mps-uncap,0.1,0.04184246063232422,0.03933906555175781,0.04076957702636719
mps-uncap,0.2,0.035643577575683594,0.027894973754882812,0.02765655517578125
mps-uncap,0.3,0.031948089599609375,0.028371810913085938,0.026464462280273438
mps-uncap,0.4,0.029802322387695312,0.026464462280273438,0.026702880859375
