mode,load,0_vgg16-2,1_mobilenet_v3_large-16,2_resnet18-2
mps-uncap,1.0,0.00762939453125,0.000476837158203125,0.000476837158203125
ts,1.0,0.000476837158203125,0.000476837158203125,0.0069141387939453125
mig,1.0,0.000476837158203125,0.000476837158203125,0.0050067901611328125
