mode,load,0_vgg16-2,1_mobilenet_v3_large-16,2_resnet18-2
mps-uncap,1.0,3.439188003540039,6.609439849853516,2.6221275329589844
ts,1.0,4.665970802307129,8.907318115234375,5.278587341308594
mig,1.0,4.191160202026367,8.158683776855469,2.048492431640625
