mode,load,0_vgg16-2,1_mobilenet_v3_large-16,2_resnet18-2
mps-uncap,1.0,576.9295763405024,2418.9943577018557,748.1209487570846
ts,1.0,443.24804413924727,1774.8866163335133,443.3714349308749
mig,1.0,476.3026526182991,1956.9885507578051,972.3786971444608
