mode,load,0_vgg16-2,1_mobilenet_v3_large-16,2_resnet18-2
mps-uncap,1.0,2.8183460235595703,5.506753921508789,1.8963813781738281
ts,1.0,3.287076950073242,6.644487380981445,1.8968582153320312
mig,1.0,4.034996032714844,8.03065299987793,2.0160675048828125
