mode,load,0_resnet50-8,1_vgg16-4,2_vgg19-8
mps-uncap,0.8,312.0267594314829,350.43147204645686,590.1305860305737
mps-uncap,0.9,354.6456475548639,409.50455069920315,676.0463382484211
mps-uncap,1.0,390.49800665953126,449.6018754025807,722.6343339272183
mps-uncap,0.5,195.82510131752193,225.18180434656685,370.7726330770693
mps-uncap,0.6,251.25498266628318,273.0979000571358,444.3164425359158
mps-uncap,0.7,284.7558485782767,314.8807331497935,524.9553255699351
mps-uncap,0.1,39.09478363998868,46.40859767983772,71.90311803994162
mps-uncap,0.2,80.22776507183919,93.12943561936596,139.7505171434621
mps-uncap,0.3,126.10089618068754,137.42727883706365,214.83549837636056
mps-uncap,0.4,164.7215403571332,185.31397707936395,298.183397304851
