mode,load,0_resnet50-8,1_vgg16-4,2_vgg19-8
mps-uncap,0.8,11.016130447387695,6.206274032592773,8.287668228149414
mps-uncap,0.9,15.939474105834961,7.7838897705078125,9.476661682128906
mps-uncap,1.0,18.94092559814453,8.35418701171875,10.358214378356934
mps-uncap,0.5,7.25710391998291,3.2012462615966797,6.801366806030273
mps-uncap,0.6,7.399559020996094,3.979206085205078,7.2498321533203125
mps-uncap,0.7,8.477091789245605,4.520416259765625,7.620811462402344
mps-uncap,0.1,6.7462921142578125,3.0461549758911133,6.03032112121582
mps-uncap,0.2,6.850838661193848,3.0333995819091797,6.024599075317383
mps-uncap,0.3,6.961584091186523,3.010272979736328,6.058454513549805
mps-uncap,0.4,6.952404975891113,3.0410289764404297,6.196022033691406
