mode,load,0_efficientnet_b5-32,1_mobilenet_v3_small-4,2_resnet34-8
mps-uncap,0.8,29.69646453857422,4.04047966003418,3.370523452758789
mps-uncap,0.9,30.122756958007812,4.021644592285156,3.434419631958008
mps-uncap,1.0,32.022714614868164,4.034757614135742,3.6973953247070312
mps-uncap,0.5,29.570341110229492,3.9887428283691406,3.36456298828125
mps-uncap,0.6,29.39152717590332,4.01616096496582,3.3364295959472656
mps-uncap,0.7,29.76202964782715,3.9873123168945312,3.3347606658935547
mps-uncap,0.1,29.363393783569336,4.768133163452148,4.450321197509766
mps-uncap,0.2,29.3271541595459,4.022836685180664,3.5326480865478516
mps-uncap,0.3,29.2055606842041,3.9827823638916016,3.4172534942626953
mps-uncap,0.4,29.363393783569336,3.9572715759277344,3.3898353576660156
