mode,load,0_efficientnet_b5-32,1_mobilenet_v3_small-4,2_resnet34-8
mps-uncap,0.8,536.5557670593262,132.5526237487793,113.56616020202637
mps-uncap,0.9,810.9550476074219,181.5352439880371,476.31168365478516
mps-uncap,1.0,5158.2276821136475,3986.1984252929688,3634.237766265869
mps-uncap,0.5,131.0577392578125,31.487464904785156,36.14306449890137
mps-uncap,0.6,269.9463367462158,66.19024276733398,43.81394386291504
mps-uncap,0.7,343.2486057281494,98.33288192749023,56.561946868896484
mps-uncap,0.1,50.94146728515625,16.227006912231445,17.746686935424805
mps-uncap,0.2,79.15377616882324,24.78647232055664,20.334243774414062
mps-uncap,0.3,71.99764251708984,30.774593353271484,28.766632080078125
mps-uncap,0.4,138.05675506591797,34.44385528564453,29.35004234313965
