mode,load,0_efficientnet_b5-32,1_mobilenet_v3_small-4,2_resnet34-8
mps-uncap,0.8,757.3211691556394,537.6423108885626,653.0783129459156
mps-uncap,0.9,835.5009360516842,608.4637621549305,724.7533844584904
mps-uncap,1.0,862.4143461900649,639.5100012712968,746.0704158713035
mps-uncap,0.5,455.20928873806577,336.4277034514345,398.8853763018265
mps-uncap,0.6,592.0090955001876,406.3493349729643,479.85895581606115
mps-uncap,0.7,659.4995694337011,471.4936160956891,565.547641949818
mps-uncap,0.1,83.2098176931497,64.32278707549568,83.23681973581621
mps-uncap,0.2,190.72689587780667,134.29694621896388,157.26961362518472
mps-uncap,0.3,273.1320747464387,201.48522905899068,242.36112910948944
mps-uncap,0.4,400.1610203964435,270.10998238282144,324.31864222021096
