mode,load,0_efficientnet_b5-32,1_mobilenet_v3_small-4,2_resnet34-8
mps-uncap,0.8,573.7779140472412,139.2498016357422,122.67160415649414
mps-uncap,0.9,848.3383655548096,185.69231033325195,485.97025871276855
mps-uncap,1.0,5194.668769836426,3990.365982055664,3647.5348472595215
mps-uncap,0.5,163.88344764709473,35.932064056396484,44.67344284057617
mps-uncap,0.6,302.32739448547363,71.80643081665039,52.773237228393555
mps-uncap,0.7,379.5628547668457,106.83655738830566,64.6204948425293
mps-uncap,0.1,88.96756172180176,26.576995849609375,25.52175521850586
mps-uncap,0.2,109.92956161499023,33.93411636352539,26.155710220336914
mps-uncap,0.3,106.13346099853516,36.347150802612305,46.254873275756836
mps-uncap,0.4,170.66621780395508,40.06052017211914,36.12112998962402
