mode,load,0_efficientnet_b5-32,1_mobilenet_v3_small-4,2_resnet34-8
mps-uncap,0.8,29.711246490478516,4.088163375854492,3.4093856811523438
mps-uncap,0.9,30.18355369567871,4.045248031616211,3.4575462341308594
mps-uncap,1.0,32.04965591430664,4.314184188842773,3.713369369506836
mps-uncap,0.5,29.584884643554688,4.020214080810547,3.393411636352539
mps-uncap,0.6,29.417991638183594,4.055261611938477,3.366708755493164
mps-uncap,0.7,30.97248077392578,4.026651382446289,3.3473968505859375
mps-uncap,0.1,29.990434646606445,4.790544509887695,4.468441009521484
mps-uncap,0.2,29.380321502685547,4.128217697143555,3.7343502044677734
mps-uncap,0.3,29.230356216430664,3.999948501586914,3.4360885620117188
mps-uncap,0.4,29.48307991027832,3.9894580841064453,3.4208297729492188
