mode,load,0_efficientnet_b5-32,1_mobilenet_v3_small-4,2_resnet34-8
mps-uncap,0.8,264.0804052352907,61.933040618896484,33.01496505737307
mps-uncap,0.9,582.5375556945801,80.30104637145998,252.12507247924805
mps-uncap,1.0,4893.837785720826,3594.489812850952,2851.311326026917
mps-uncap,0.5,50.7469892501831,9.346485137939453,8.686828613281248
mps-uncap,0.6,93.44720840454103,15.2984619140625,12.340736389160156
mps-uncap,0.7,155.65133094787598,25.40559768676758,18.010878562927243
mps-uncap,0.1,0.06723403930664062,4.272580146789551,0.06523132324218753
mps-uncap,0.2,19.55771446228028,7.6612472534179705,3.8614273071289062
mps-uncap,0.3,25.178885459899902,7.07521438598633,5.198788642883301
mps-uncap,0.4,42.26784706115723,8.399152755737306,6.889367103576659
