mode,load,0_densenet201-4,1_resnet34-4,2_squeezenet1_0-2
mps-uncap,0.8,14.652609825134277,2.9153823852539062,1.6527175903320312
mps-uncap,0.9,14.804840087890625,3.1832218170166016,1.5540838241577155
mps-uncap,1.0,14.896631240844727,2.9935836791992188,1.7237663269042969
mps-uncap,0.5,15.187740325927734,4.342031478881836,2.0110130310058603
mps-uncap,0.6,14.64090347290039,3.305959701538086,1.7180442810058594
mps-uncap,0.7,14.416337013244629,3.1479358673095703,1.5108585357666016
mps-uncap,0.1,28.494548797607422,5.281567573547363,2.8429031372070312
mps-uncap,0.2,21.3559627532959,5.3160905838012695,2.818560600280762
mps-uncap,0.3,20.766878128051758,5.102872848510742,2.7403831481933594
mps-uncap,0.4,16.594886779785156,4.715633392333985,2.523660659790039
