mode,load,0_densenet201-4,1_resnet34-4,2_squeezenet1_0-2
mps-uncap,0.8,213.57247443647148,1023.6738834806703,1029.5141445682136
mps-uncap,0.9,238.9254253194536,1126.9194076721387,1209.7962494771182
mps-uncap,1.0,268.7197122824861,1301.0935531967211,1302.7761093492795
mps-uncap,0.5,129.7228751267242,640.8282945460916,656.7533649827221
mps-uncap,0.6,158.85222792533654,784.3509959074889,807.6772670648979
mps-uncap,0.7,189.99972584058347,902.871968489098,938.1125571202975
mps-uncap,0.1,25.42572827969662,125.99487212043245,136.33949070425075
mps-uncap,0.2,55.01905309703492,262.7553631942456,266.0647107832807
mps-uncap,0.3,82.26680819455055,387.8401425301577,400.3711487662964
mps-uncap,0.4,110.21876328128553,512.0089697368538,527.1206250094332
