mode,load,0_densenet121-4,1_densenet121-8,2_efficientnet_b5-16
mps-uncap,0.8,25.78282356262207,28.745412826538086,30.61699867248535
mps-uncap,0.9,22.934913635253906,26.543617248535156,33.92624855041504
mps-uncap,1.0,31.04996681213379,31.323909759521484,33.11610221862793
mps-uncap,0.5,24.43671226501465,23.198366165161133,26.69072151184082
mps-uncap,0.6,18.9969539642334,22.047996520996094,28.140544891357422
mps-uncap,0.7,22.266626358032227,23.108482360839844,25.51746368408203
mps-uncap,0.1,29.766082763671875,29.47711944580078,35.39562225341797
mps-uncap,0.2,27.706146240234375,27.81081199645996,31.160354614257812
mps-uncap,0.3,24.458885192871094,26.46183967590332,30.992984771728516
mps-uncap,0.4,21.709442138671875,22.58777618408203,26.80683135986328
