mode,load,0_densenet121-4,1_densenet121-8,2_efficientnet_b5-16
mps-uncap,0.8,322.64256477355957,402.768611907959,429.0199279785156
mps-uncap,0.9,262.67385482788086,824.2659568786621,2609.419107437134
mps-uncap,1.0,8057.175397872925,5745.411396026611,5199.9218463897705
mps-uncap,0.5,67.24953651428223,89.68043327331543,105.1640510559082
mps-uncap,0.6,76.89452171325684,93.23692321777344,135.59675216674805
mps-uncap,0.7,110.03780364990234,137.09783554077148,239.17818069458008
mps-uncap,0.1,51.93066596984863,59.659719467163086,47.96648025512695
mps-uncap,0.2,49.53432083129883,40.51351547241211,53.0543327331543
mps-uncap,0.3,49.72672462463379,54.502248764038086,62.70456314086914
mps-uncap,0.4,59.08918380737305,65.0320053100586,67.43836402893066
