mode,load,0_densenet121-4,1_densenet121-8,2_efficientnet_b5-16
mps-uncap,0.8,120.88694572448739,130.7222843170166,177.7665615081787
mps-uncap,0.9,99.26655292510986,572.8591442108154,2221.8395709991455
mps-uncap,1.0,7023.7268209457425,5050.670862197876,4460.153150558472
mps-uncap,0.5,27.47211456298828,30.99050521850586,48.4400510787964
mps-uncap,0.6,32.978010177612305,39.722585678100586,55.99689483642578
mps-uncap,0.7,53.54886054992676,60.99228858947757,85.67371368408205
mps-uncap,0.1,27.45046615600586,27.67469882965088,28.910326957702637
mps-uncap,0.2,25.86688995361328,24.241042137146017,30.028820037841797
mps-uncap,0.3,24.096441268920902,26.501941680908203,32.61666297912598
mps-uncap,0.4,24.719762802124023,29.526758193969734,37.01205253601075
