mode,load,0_densenet121-4,1_densenet121-8,2_efficientnet_b5-16
mps-uncap,0.8,103.96170616149918,112.90907859802246,157.33981132507324
mps-uncap,0.9,84.05883312225342,554.6730518341063,2198.649263381958
mps-uncap,1.0,7004.151344299319,5030.9343338012695,4438.473463058472
mps-uncap,0.5,14.131021499633793,15.941572189331058,28.9048194885254
mps-uncap,0.6,19.983530044555664,24.243068695068366,36.347150802612305
mps-uncap,0.7,38.28878402709962,44.40755844116212,64.99128341674805
mps-uncap,0.1,2.1568298339843968,4.63378429412843,2.983617782592783
mps-uncap,0.2,10.466384887695316,8.479499816894538,11.161422729492186
mps-uncap,0.3,10.232496261596681,12.070250511169434,14.564704895019535
mps-uncap,0.4,11.951923370361332,14.99137878417969,17.88949966430664
