mode,load,0_densenet121-4,1_densenet121-8,2_efficientnet_b5-16
mps-uncap,0.8,232.4517583847047,327.667236328125,349.85530376434326
mps-uncap,0.9,210.97942113876334,733.4596872329711,2520.858726501465
mps-uncap,1.0,7878.675456047058,5682.472705841064,5018.187065124513
mps-uncap,0.5,44.94943141937256,50.89930534362793,79.87884521484384
mps-uncap,0.6,54.236211776733356,67.03294754028296,93.65517139434814
mps-uncap,0.7,88.43639373779298,100.97632408142088,172.89290428161618
mps-uncap,0.1,40.960040092468255,42.07236051559448,44.052000045776374
mps-uncap,0.2,38.36055755615234,36.57347917556763,44.02527332305908
mps-uncap,0.3,35.64932823181152,41.790184974670424,49.785656929015985
mps-uncap,0.4,42.732362747192354,47.695722579956026,56.16393089294419
