mode,load,0_efficientnet_b5-16,1_efficientnet_b5-32,2_squeezenet1_0-8
mps-uncap,0.8,45.05049228668213,48.42019081115723,12.114429473876951
mps-uncap,0.9,45.500123500823975,49.1845965385437,12.537865638732912
mps-uncap,1.0,47.111992835998535,47.54279851913452,12.948060035705565
mps-uncap,0.5,43.53554725646973,44.21103000640869,11.129701137542725
mps-uncap,0.6,44.7553014755249,45.57927846908569,11.58819675445557
mps-uncap,0.7,43.640780448913574,47.22511053085327,11.776988506317137
mps-uncap,0.1,31.41075134277342,37.40237474441529,8.367958068847654
mps-uncap,0.2,38.54897499084473,40.45452594757081,8.585989475250244
mps-uncap,0.3,41.717000007629395,42.546749114990234,9.3350887298584
mps-uncap,0.4,41.799278259277344,43.70891571044922,9.477648735046387
