mode,load,0_efficientnet_b5-16,1_efficientnet_b5-32,2_squeezenet1_0-8
mps-uncap,0.8,46.37861251831055,49.671173095703125,13.801097869873047
mps-uncap,0.9,46.372175216674805,50.12321472167969,14.656543731689453
mps-uncap,1.0,48.03967475891113,49.21603202819824,14.069557189941406
mps-uncap,0.5,46.16737365722656,45.851707458496094,13.621330261230469
mps-uncap,0.6,45.70508003234863,46.60820960998535,13.57579231262207
mps-uncap,0.7,44.675588607788086,48.3555793762207,14.231681823730469
mps-uncap,0.1,41.08786582946777,40.747642517089844,12.773752212524414
mps-uncap,0.2,43.58696937561035,42.9990291595459,13.983011245727539
mps-uncap,0.3,42.48213768005371,43.778181076049805,13.601541519165039
mps-uncap,0.4,42.85407066345215,46.89526557922363,11.653900146484375
