mode,load,0_efficientnet_b5-16,1_efficientnet_b5-32,2_squeezenet1_0-8
mps-uncap,0.8,43.48239898681641,47.35684394836426,8.994436264038086
mps-uncap,0.9,44.13273334503174,47.91438579559326,9.736323356628418
mps-uncap,1.0,46.437692642211914,46.961307525634766,10.710978507995605
mps-uncap,0.5,39.731192588806145,41.696786880493164,7.596015930175781
mps-uncap,0.6,41.58596992492676,43.10619831085205,8.039879798889164
mps-uncap,0.7,41.34631156921387,44.35262680053711,8.291578292846685
mps-uncap,0.1,22.687911987304688,29.514169692993164,3.092670440673828
mps-uncap,0.2,29.904603958129876,35.42792797088623,4.706096649169922
mps-uncap,0.3,36.230421066284194,39.215660095214844,5.5861949920654315
mps-uncap,0.4,36.44952774047852,39.792537689208984,5.923819541931153
