mode,load,0_efficientnet_b5-16,1_efficientnet_b5-32,2_squeezenet1_0-8
mps-uncap,0.8,0.013589859008789062,0.01430511474609375,0.0095367431640625
mps-uncap,0.9,0.0133514404296875,0.015020370483398438,0.00858306884765625
mps-uncap,1.0,0.012636184692382812,0.015735626220703125,0.010013580322265625
mps-uncap,0.5,0.0133514404296875,0.014543533325195312,0.010013580322265625
mps-uncap,0.6,0.012874603271484375,0.013589859008789062,0.010013580322265625
mps-uncap,0.7,0.012874603271484375,0.013828277587890625,0.0095367431640625
mps-uncap,0.1,0.025272369384765625,0.025510787963867188,0.012636184692382812
mps-uncap,0.2,0.012874603271484375,0.02193450927734375,0.011205673217773438
mps-uncap,0.3,0.01430511474609375,0.014066696166992188,0.011205673217773438
mps-uncap,0.4,0.013113021850585938,0.013828277587890625,0.010728836059570312
