mode,load,0_efficientnet_b5-16,1_efficientnet_b5-32,2_squeezenet1_0-8
mps-uncap,0.8,15.069007873535156,27.58622169494629,1.7669200897216797
mps-uncap,0.9,15.086174011230469,27.58312225341797,1.7697811126708984
mps-uncap,1.0,15.123128890991211,27.770042419433594,1.7805099487304688
mps-uncap,0.5,15.048742294311523,27.380704879760742,1.7771720886230469
mps-uncap,0.6,15.069723129272461,27.467727661132812,1.7812252044677734
mps-uncap,0.7,15.076160430908203,27.37712860107422,1.7781257629394531
mps-uncap,0.1,15.097856521606445,27.443647384643555,1.7771720886230469
mps-uncap,0.2,15.091419219970703,27.51612663269043,1.7879009246826172
mps-uncap,0.3,15.006780624389648,27.44317054748535,1.7819404602050781
mps-uncap,0.4,15.109777450561523,27.483463287353516,1.7838478088378906
