mode,load,0_efficientnet_b5-16,1_efficientnet_b5-32,2_squeezenet1_0-8
mps-uncap,0.8,114.77861404418948,208.0068588256836,24.043798446655277
mps-uncap,0.9,201.29005908966073,281.90326690673845,32.31565952301026
mps-uncap,1.0,1486.3620281219482,453.39739322662354,150.10721683502197
mps-uncap,0.5,48.00429344177244,72.85761833190918,9.549617767333984
mps-uncap,0.6,64.41159248352051,83.49692821502686,12.420892715454102
mps-uncap,0.7,69.05031204223633,99.47037696838379,14.383673667907717
mps-uncap,0.1,26.46188735961915,30.662441253662113,3.186178207397461
mps-uncap,0.2,32.69886970520019,40.15097618103027,5.143618583679198
mps-uncap,0.3,37.653493881225586,46.564245223999016,7.00621604919435
mps-uncap,0.4,38.91696929931642,53.89294624328613,7.818961143493654
