mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-8,2_resnet34-2
mps-uncap,0.8,25.582075119018555,9.404182434082031,10.438203811645508
mps-uncap,0.9,28.14769744873047,13.53907585144043,13.799905776977539
mps-uncap,1.0,33.73885154724121,16.098976135253906,16.99352264404297
mps-uncap,0.5,25.597810745239258,11.203527450561523,12.194395065307617
mps-uncap,0.6,32.69791603088379,10.462045669555664,21.442651748657227
mps-uncap,0.7,32.88555145263672,21.410465240478516,14.639854431152344
mps-uncap,0.1,31.451940536499023,11.590242385864258,11.175870895385742
mps-uncap,0.2,28.122425079345703,11.682271957397461,9.748697280883789
mps-uncap,0.3,28.191804885864258,16.404151916503906,12.840986251831055
mps-uncap,0.4,24.693727493286133,10.293245315551758,10.338306427001953
