mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-8,2_resnet34-2
mps-uncap,0.8,21.660161018371582,6.12483024597168,7.969903945922851
mps-uncap,0.9,20.023918151855472,7.373809814453125,8.211851119995117
mps-uncap,1.0,21.435165405273438,6.163334846496583,8.271217346191406
mps-uncap,0.5,22.028422355651855,6.54911994934082,6.380367279052735
mps-uncap,0.6,22.49894142150879,5.964899063110352,7.423090934753418
mps-uncap,0.7,20.820116996765137,6.8622589111328125,7.541513442993164
mps-uncap,0.1,27.820277214050293,9.605550765991211,7.949972152709961
mps-uncap,0.2,25.31909942626953,9.235620498657227,7.809042930603027
mps-uncap,0.3,21.618366241455078,7.963752746582031,7.401061058044434
mps-uncap,0.4,21.96192741394043,6.479930877685548,6.936216354370117
