mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-8,2_resnet34-2
mps-uncap,0.8,54.40402030944824,14.431476593017578,7.1495771408081055
mps-uncap,0.9,113.01136016845703,2631.8132877349854,73.03547859191895
mps-uncap,1.0,3808.6150884628296,2228.911280632019,1916.6271686553955
mps-uncap,0.5,1.0561943054199219,1.2818574905395508,0.024080276489257812
mps-uncap,0.6,11.216521263122559,2.552509307861328,1.434922218322754
mps-uncap,0.7,14.00601863861084,5.670309066772461,3.1349658966064453
mps-uncap,0.1,0.04100799560546875,0.02956390380859375,0.029802322387695312
mps-uncap,0.2,0.030755996704101562,0.028133392333984375,0.02765655517578125
mps-uncap,0.3,0.030517578125,0.026226043701171875,0.025510787963867188
mps-uncap,0.4,0.025510787963867188,0.021457672119140625,0.019311904907226562
