mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-8,2_resnet34-2
mps-uncap,0.8,20.63596248626709,4.329204559326172,4.35185432434082
mps-uncap,0.9,19.603967666625977,4.512310028076172,4.72712516784668
mps-uncap,1.0,21.088838577270508,4.261374473571777,4.387855529785156
mps-uncap,0.5,18.996119499206543,4.367589950561523,4.025578498840332
mps-uncap,0.6,19.54019069671631,4.318475723266602,4.173517227172852
mps-uncap,0.7,18.972039222717285,4.405498504638672,4.224300384521484
mps-uncap,0.1,24.837493896484375,9.086847305297852,7.541537284851074
mps-uncap,0.2,18.568038940429688,7.400751113891602,6.90913200378418
mps-uncap,0.3,18.8826322555542,5.564451217651367,5.533576011657715
mps-uncap,0.4,18.866777420043945,4.506111145019531,4.5490264892578125
