mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-8,2_resnet34-2
mps-uncap,0.8,702.4581049891767,1526.6107475074368,323.83036513567197
mps-uncap,0.9,775.8713770614088,1540.5740506031332,359.35603701119834
mps-uncap,1.0,757.6211675293903,1699.6432055999173,378.23844786926094
mps-uncap,0.5,414.3851553489919,921.5479334953344,199.83019833368138
mps-uncap,0.6,513.0900629437566,1101.5698461479453,238.87361952684037
mps-uncap,0.7,589.3783029634533,1263.201333289843,279.70990608562056
mps-uncap,0.1,85.64108252692633,188.72964545976072,40.69008077930438
mps-uncap,0.2,181.6083832863402,367.01488736257573,78.24205960853723
mps-uncap,0.3,255.01273401467157,533.3064597767204,118.74635950653337
mps-uncap,0.4,338.01501459792644,734.3520562534019,159.84438828220144
