mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-8,2_resnet34-2
mps-uncap,0.8,24.084312915802002,7.02641487121582,8.879079818725579
mps-uncap,0.9,21.80180549621582,8.503556251525877,9.32243824005127
mps-uncap,1.0,21.820495128631592,6.872687339782715,8.805108070373533
mps-uncap,0.5,24.146862030029297,8.51867198944092,7.711653709411622
mps-uncap,0.6,24.475679397583,7.254834175109861,9.073138236999515
mps-uncap,0.7,22.170600891113274,8.63048076629637,9.25652503967285
mps-uncap,0.1,29.652245044708245,10.16979694366455,9.255280494689943
mps-uncap,0.2,27.658700942993164,9.75390911102295,8.952138423919678
mps-uncap,0.3,24.088370800018303,9.518618583679189,8.102147579193115
mps-uncap,0.4,23.730359077453613,7.791929244995118,9.076576232910154
